departement;departement_commune;libelle_de_commune;arrondissement;canton_ville;zone_d_emploi;unite_urbaine;population_2010;etablissement_sante_court_sejour;etablissement_sante_moyen_sejour;etablissement_sante_long_sejour;etablissement_psychiatrique;centre_lutte_cancer;urgences;maternite;centre_de_sante;structures_psychiatriques_en_ambulatoire;centre_medecine_preventive;dialyse;hospitalisation_a_domicile;pharmacie;laboratoire_d_analyses_medicales;ambulance;transfusion_sanguine;etablissement_thermal;etablissement_lutte_contre_l_alcoolisme;geo_point_2d;geo_shape
78;78380;Maule;781;7801;1111;78301;5801;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;0;0;0;48.9078548612,1.83959534526;"{""type"": ""Polygon"", ""coordinates"": [[[1.835524196120336, 48.885171534449604], [1.8056581682382, 48.89880895174771], [1.8050307431843082, 48.91247332694661], [1.809145099476072, 48.921103319929884], [1.817965063734213, 48.92273757403852], [1.828971571034149, 48.926694930736986], [1.830585688318656, 48.92349996714114], [1.840528356960472, 48.921959753199154], [1.853884047638998, 48.925910537519016], [1.8718999707796242, 48.92339242927713], [1.8782318758777112, 48.91899105862328], [1.8778346586708232, 48.912098214453565], [1.869307674341621, 48.903887716980336], [1.85794031776859, 48.897807987736385], [1.858513739284931, 48.890942160516026], [1.835524196120336, 48.885171534449604]]]}"
78;78397;Le Mesnil-Saint-Denis;782;7805;1116;851;6629;0;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;48.7402250614,1.96613835861;"{""type"": ""Polygon"", ""coordinates"": [[[1.971530094169113, 48.72094723768252], [1.963558245694853, 48.72533081060298], [1.961916095679212, 48.734761275946546], [1.947876824180309, 48.7337028774684], [1.9324152932999041, 48.74171503714845], [1.937122797864173, 48.74830533596783], [1.956509072101853, 48.74880015277153], [1.9581463742139031, 48.755362681819946], [1.967799891283597, 48.75699361664399], [1.973475056444614, 48.753417640677775], [1.991707355222887, 48.747564467954724], [1.98776356298143, 48.745426309358066], [1.988680127312041, 48.72900040662569], [1.971530094169113, 48.72094723768252]]]}"
78;78439;Mulcent;781;7808;1110;78000;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.8784123632,1.65209205778;"{""type"": ""Polygon"", ""coordinates"": [[[1.6587771762088912, 48.867087110272315], [1.642774220874628, 48.87063938826626], [1.63680542466386, 48.87833372505608], [1.6393886362678551, 48.88489300599324], [1.652047132214174, 48.890603648886234], [1.652835296614673, 48.887554473157955], [1.662185666758452, 48.887254576430394], [1.666586041795927, 48.874666683114654], [1.6640973322997041, 48.87175174312055], [1.6587771762088912, 48.867087110272315]]]}"
78;78623;Le Tremblay-sur-Mauldre;782;7815;1109;851;969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.7834999157,1.878022372;"{""type"": ""Polygon"", ""coordinates"": [[[1.8690403230037642, 48.765489805296134], [1.863228557498298, 48.77057069002367], [1.870019834953439, 48.779324086598024], [1.8660026170907882, 48.78569027041826], [1.8726237069957699, 48.79865124092132], [1.87582151118509, 48.80504951039532], [1.885899950898868, 48.80431637499487], [1.889945589429817, 48.770336241357604], [1.882620923831742, 48.766697007639365], [1.8690403230037642, 48.765489805296134]]]}"
75;75101;Paris 1er Arrondissement;751;7599;1101;851;17308;1;0;0;1;0;0;0;1;0;1;0;0;19;3;0;0;0;0;48.8626304852,2.33629344655;"{""type"": ""Polygon"", ""coordinates"": [[[2.344559180836944, 48.85399290271931], [2.332852282604382, 48.85930633356469], [2.320781393695372, 48.86307865626878], [2.325754809597834, 48.869546095073304], [2.327877416924118, 48.869863809746434], [2.350834505477619, 48.863344374598334], [2.350088493587214, 48.86195533215501], [2.344559180836944, 48.85399290271931]]]}"
77;77070;Chailly-en-Brie;771;7707;1103;77000;1449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.7924119914,3.13372765274;"{""type"": ""Polygon"", ""coordinates"": [[[3.150110869805129, 48.7628798651274], [3.134650173514481, 48.755244402690906], [3.129331854933117, 48.760826564209154], [3.119417025916515, 48.76187119655249], [3.124725330427012, 48.77438531568849], [3.105397170831704, 48.78506162095981], [3.103115698596748, 48.79449805685293], [3.105429826950848, 48.8079595485607], [3.114205920191496, 48.81128811077393], [3.154578690723969, 48.81529882986687], [3.163617631380885, 48.818533472953206], [3.165252722845882, 48.81879203687982], [3.162623590090389, 48.788010361080794], [3.136800898395368, 48.786981446892845], [3.138017726137771, 48.7736152126676], [3.150110869805129, 48.7628798651274]]]}"
77;77152;Dammarie-les-Lys;772;7732;1105;851;20722;1;0;0;0;0;0;0;1;2;0;0;0;8;2;2;0;0;0;48.5138338655,2.62854374259;"{""type"": ""Polygon"", ""coordinates"": [[[2.641001452599028, 48.494507603100786], [2.634054517219091, 48.49695132340932], [2.585713230256129, 48.51481157566127], [2.587834376166477, 48.52057633507221], [2.600735098184952, 48.515834549359916], [2.610728985503725, 48.51752294904232], [2.631863494199459, 48.52757568602683], [2.644707449922236, 48.534874364507964], [2.653274335058753, 48.523690896003416], [2.6493362332967, 48.507072920265834], [2.641001452599028, 48.494507603100786]]]}"
95;95026;Asnières-sur-Oise;952;9526;56;95302;2527;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;49.1407338587,2.3800597257;"{""type"": ""Polygon"", ""coordinates"": [[[2.35453596169832, 49.12125674973532], [2.346973359854797, 49.116972046228206], [2.336799075546804, 49.12314734959931], [2.341144019368147, 49.13590276942523], [2.338580218524824, 49.14567103034058], [2.351486897351877, 49.14487812227242], [2.359295696798708, 49.147347524368165], [2.3731579559026272, 49.159333540055734], [2.394724109211408, 49.14977863977062], [2.410391643068983, 49.152086157869746], [2.440902617873646, 49.14580320714455], [2.4389071840361, 49.14149622668891], [2.4284279257082533, 49.141096265549756], [2.421427949137099, 49.13593791713504], [2.411267838610955, 49.13409042123122], [2.3907663627954, 49.13783656415175], [2.374896025549623, 49.13686505539184], [2.365883926019734, 49.13314053142814], [2.35453596169832, 49.12125674973532]]]}"
95;95116;Bruyères-sur-Oise;953;9503;56;95105;3700;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;49.1610125293,2.32878300621;"{""type"": ""Polygon"", ""coordinates"": [[[2.338580218524824, 49.14567103034058], [2.329938261166366, 49.142017803805544], [2.322738714305409, 49.146571953172156], [2.311918280473377, 49.15016994668642], [2.310592807616049, 49.184876210021244], [2.321776943552031, 49.18443621913804], [2.359295696798708, 49.147347524368165], [2.351486897351877, 49.14487812227242], [2.338580218524824, 49.14567103034058]]]}"
95;95491;Le Plessis-Bouchard;953;9528;56;851;7730;0;0;0;0;0;0;0;0;1;0;0;0;4;1;0;0;0;0;49.0032793478,2.23401999637;"{""type"": ""Polygon"", ""coordinates"": [[[2.243522538577889, 48.994336150942765], [2.217128189840218, 49.002898539827896], [2.223938365742677, 49.011809266915286], [2.24169950950294, 49.00782227223927], [2.250359431011816, 49.00068276180349], [2.243522538577889, 48.994336150942765]]]}"
95;95011;Ambleville;953;9516;1119;95000;420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.1509533273,1.69495333477;"{""type"": ""Polygon"", ""coordinates"": [[[1.692058955948781, 49.12866471301974], [1.679437609946353, 49.13893970777897], [1.6744395670610341, 49.1393073837666], [1.671878175981037, 49.14192280935793], [1.6786685392865972, 49.156195887600255], [1.694629977919667, 49.16475941809857], [1.704672386008567, 49.16564117093505], [1.7091816870801182, 49.17121952241647], [1.718979319040093, 49.17318543073685], [1.7221900832474941, 49.17200566591446], [1.7187946848729951, 49.165684372607146], [1.708315691860101, 49.15756070794707], [1.702736416554408, 49.13673830391882], [1.692058955948781, 49.12866471301974]]]}"
78;78128;Cernay-la-Ville;782;7805;1116;78000;1643;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48.6696344922,1.95970981041;"{""type"": ""Polygon"", ""coordinates"": [[[1.987815696076556, 48.65642850549377], [1.981848817154452, 48.66163105260696], [1.961660388689249, 48.664173531903934], [1.9456759226586, 48.65613512691275], [1.9298660163579222, 48.663694424568995], [1.9248109840986771, 48.66980187568181], [1.935192186575686, 48.6855650934503], [1.958762606795346, 48.677398547226986], [1.990225768144295, 48.67577114558809], [2.00076464907271, 48.668024965498475], [1.993025231694504, 48.658064839148956], [1.987815696076556, 48.65642850549377]]]}"
78;78188;Cravent;781;7802;1110;78000;414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.9895744703,1.48459959094;"{""type"": ""Polygon"", ""coordinates"": [[[1.470889416211488, 48.97481713202677], [1.461702357366013, 48.988865009398424], [1.470983765443332, 48.99111518908035], [1.480401248545805, 49.00556180056293], [1.490881949439212, 49.00477670395777], [1.5079031774034481, 48.9837734697843], [1.493874703303861, 48.9793530755717], [1.47826040206842, 48.97924593341942], [1.470889416211488, 48.97481713202677]]]}"
78;78346;Longnes;781;7808;1110;78000;1467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.9228573814,1.57947128882;"{""type"": ""Polygon"", ""coordinates"": [[[1.583190131446946, 48.89422489379979], [1.57574961813095, 48.89893960605169], [1.56994865489829, 48.908485379737066], [1.562016794116239, 48.91308541826704], [1.541650516251664, 48.91575334328136], [1.54052316739963, 48.91848286002364], [1.545637258731873, 48.91910269579524], [1.562184683544807, 48.936148414958836], [1.5813167186566952, 48.9409453685705], [1.5880702219132359, 48.94615165817276], [1.5891732182346412, 48.94525626031232], [1.6060885809168322, 48.93718875452583], [1.6089955215099292, 48.92701435669571], [1.586868498862356, 48.903442550951695], [1.587206448214507, 48.89652093120504], [1.583190131446946, 48.89422489379979]]]}"
78;78413;Mondreville;781;7808;1110;78000;369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.9042583015,1.55787016876;"{""type"": ""Polygon"", ""coordinates"": [[[1.5637418790461042, 48.89062929079946], [1.538520830873111, 48.906684921670426], [1.544341166892913, 48.91079424685973], [1.541650516251664, 48.91575334328136], [1.562016794116239, 48.91308541826704], [1.56994865489829, 48.908485379737066], [1.57574961813095, 48.89893960605169], [1.5683704135942609, 48.89591945669565], [1.5686131697930459, 48.89304415780047], [1.5637418790461042, 48.89062929079946]]]}"
91;91064;Bièvres;913;9103;1116;851;4643;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;48.7567351109,2.20665207098;"{""type"": ""Polygon"", ""coordinates"": [[[2.204036107205519, 48.73691812290867], [2.190237830067613, 48.73928984710274], [2.183383666311336, 48.7427870329616], [2.189517467290175, 48.75416195345186], [2.192472389973535, 48.763635146610014], [2.18762675084453, 48.77251572791108], [2.1906629770447212, 48.775036764245655], [2.200753095195283, 48.7746190021668], [2.207691001210414, 48.770284977057116], [2.22289395631917, 48.770933501506136], [2.227194111178189, 48.77275126727675], [2.226559327154523, 48.776102031621754], [2.228842438969429, 48.77447083628517], [2.232859032169924, 48.76598806763034], [2.22450256558849, 48.75882853410981], [2.226414985434264, 48.75003536744732], [2.204036107205519, 48.73691812290867]]]}"
91;91333;Leuville-sur-Orge;913;9101;1116;851;4099;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48.614191732,2.26786916606;"{""type"": ""Polygon"", ""coordinates"": [[[2.268120878364411, 48.60618051523794], [2.264527959788997, 48.60413437758523], [2.256278550500382, 48.60718659684245], [2.257737304354837, 48.61336662314746], [2.263109576289468, 48.622035625097666], [2.276027550834053, 48.621970922976814], [2.282544095671399, 48.61773753303216], [2.268120878364411, 48.60618051523794]]]}"
91;91635;Vauhallan;913;9103;1116;851;1985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.7307999031,2.19905265979;"{""type"": ""Polygon"", ""coordinates"": [[[2.2034622493012392, 48.72104768480696], [2.184788032923727, 48.726876094085654], [2.183186252260459, 48.73019318297988], [2.190237830067613, 48.73928984710274], [2.204036107205519, 48.73691812290867], [2.213676941384516, 48.73784549864511], [2.212902148744488, 48.72880078675311], [2.2034622493012392, 48.72104768480696]]]}"
77;77080;Champcenest;773;7729;1103;77000;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.6709207707,3.27677023622;"{""type"": ""Polygon"", ""coordinates"": [[[3.310523588711777, 48.651264125433386], [3.292559813304635, 48.66278698235147], [3.278388233589782, 48.658494424468984], [3.267909523398492, 48.65907611661019], [3.263222135732941, 48.65305103217835], [3.25853712367706, 48.652782447398046], [3.251298835841334, 48.66076733710628], [3.246685112141233, 48.661352640924484], [3.246690053148032, 48.67967485650577], [3.26097929706227, 48.68786551675809], [3.263886860639173, 48.68525068599606], [3.282980550115958, 48.68669101688758], [3.301420311084736, 48.682913067345524], [3.312402948465337, 48.654533346411114], [3.310523588711777, 48.651264125433386]]]}"
77;77280;Mary-sur-Marne;771;7715;1104;77127;1203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.0154576269,3.0331378952;"{""type"": ""Polygon"", ""coordinates"": [[[3.035182013333689, 49.00667858381639], [3.023758432990596, 49.01336239509164], [3.01368377553562, 49.01382255329599], [3.013697659063182, 49.01463182245224], [3.015380064085121, 49.01785970357211], [3.034303791970236, 49.022144899512256], [3.052414670578373, 49.01727376710113], [3.035182013333689, 49.00667858381639]]]}"
77;77433;Saints;771;7707;1103;77120;1281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.7643724711,3.05922570921;"{""type"": ""Polygon"", ""coordinates"": [[[3.085000211165879, 48.72945894827584], [3.084940563482208, 48.72622106668642], [3.080086547009147, 48.725792698630634], [3.062008480797561, 48.72825888695353], [3.060883996585647, 48.73163229634592], [3.051832352440385, 48.73511732058203], [3.048809592894014, 48.7451830313863], [3.035716757850915, 48.75066505650057], [3.020414797597052, 48.74911268108732], [3.026254179194815, 48.75833941231613], [3.028337314192575, 48.76173866004318], [3.037627614643545, 48.75994629399305], [3.044678283564542, 48.7646117306788], [3.046309195107412, 48.77806597005332], [3.038501278131033, 48.782502694491704], [3.040048849603499, 48.79513840818168], [3.057980266677542, 48.7981619285804], [3.073416294244486, 48.79689432783659], [3.082291138538507, 48.79625898829205], [3.08470043861841, 48.787740241471795], [3.079649464233992, 48.78686232556505], [3.071679952324286, 48.75183609864755], [3.085000211165879, 48.72945894827584]]]}"
77;77087;La Chapelle-Iger;773;7727;1105;77000;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.6514529209,2.99242283241;"{""type"": ""Polygon"", ""coordinates"": [[[2.990351118937032, 48.63391240613221], [2.977497624402119, 48.63830919051463], [2.969912099679616, 48.65978716884149], [2.974238795693953, 48.66902575330185], [2.9859328725827083, 48.6626234785388], [3.000529571696528, 48.66436928307873], [3.010237967060124, 48.66222810088654], [3.018178135037649, 48.65335831794339], [3.017320575038756, 48.64647740651071], [3.012339024296599, 48.64711666051518], [3.00318946991411, 48.63912980928284], [2.990351118937032, 48.63391240613221]]]}"
77;77163;Douy-la-Ramée;771;7715;56;77000;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.0618013972,2.88351463449;"{""type"": ""Polygon"", ""coordinates"": [[[2.898317907396301, 49.04370491243264], [2.881721309674302, 49.05198897986675], [2.872307404342198, 49.05277959338482], [2.867080937533485, 49.058339696504895], [2.857484877194609, 49.06018994302028], [2.857407422617069, 49.06348074064255], [2.856075657338497, 49.070033926471886], [2.871947032302168, 49.07131068452707], [2.890105755736421, 49.07853974832375], [2.894953992322069, 49.07706950073246], [2.894433584593402, 49.07049633811567], [2.907336972120532, 49.056075653801464], [2.898317907396301, 49.04370491243264]]]}"
77;77169;Émerainville;775;7738;1102;851;7349;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;48.8197762376,2.60897006725;"{""type"": ""Polygon"", ""coordinates"": [[[2.627456544425446, 48.80285674852522], [2.600183287980367, 48.81561164760535], [2.595795003166613, 48.81426583101425], [2.586280886618702, 48.834253025891684], [2.610504694242875, 48.83036822111042], [2.612566762999676, 48.82601304883564], [2.616353846231107, 48.82595330930406], [2.616115912224341, 48.82311957010879], [2.6278815348807383, 48.81962227934449], [2.628138389345263, 48.804612649551174], [2.627456544425446, 48.80285674852522]]]}"
77;77230;Ichy;774;7704;1107;77000;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.2062867777,2.54177134265;"{""type"": ""Polygon"", ""coordinates"": [[[2.568737488261549, 48.193133879732066], [2.52281846272277, 48.19772626384012], [2.5174037855131948, 48.21437764172753], [2.541021265311239, 48.22176909312051], [2.560308765038422, 48.209794174155576], [2.564511756182748, 48.19965997306062], [2.570277154691191, 48.19576693250156], [2.568737488261549, 48.193133879732066]]]}"
77;77381;Quiers;772;7722;1105;77000;678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.6142332217,2.96159846336;"{""type"": ""Polygon"", ""coordinates"": [[[2.951953710049049, 48.59549408898955], [2.947292254838625, 48.6054947698004], [2.935389205048283, 48.61186645456553], [2.935878271052012, 48.62235497061594], [2.928314901817509, 48.626785201230255], [2.946545697100051, 48.632623521732285], [2.9560471556912162, 48.630135801639206], [2.961560747565871, 48.62438990804617], [2.986295853239492, 48.62466517262948], [2.990949877690257, 48.624422751847966], [2.986527961625491, 48.61905229914961], [2.993760521948391, 48.60776405398541], [2.985581642735446, 48.60680985965648], [2.987753015554648, 48.601853768652354], [2.951953710049049, 48.59549408898955]]]}"
77;77399;Saint-Ange-le-Viel;774;7716;1105;77000;228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.2723686746,2.90471445471;"{""type"": ""Polygon"", ""coordinates"": [[[2.8926330741830943, 48.26059983118541], [2.890478590601012, 48.26637426469398], [2.898098986407986, 48.27007904463161], [2.900791201118823, 48.286114747540374], [2.905119143900606, 48.28586637095603], [2.9199928578427743, 48.27440566508864], [2.903021064225468, 48.26117565132011], [2.8926330741830943, 48.26059983118541]]]}"
77;77407;Saint-Fargeau-Ponthierry;772;7732;1105;851;12462;0;1;0;0;0;0;0;1;0;0;0;0;4;1;1;0;0;0;48.5390914714,2.52499710746;"{""type"": ""Polygon"", ""coordinates"": [[[2.513822740448349, 48.509528461770834], [2.5090696595132282, 48.50962586944938], [2.506859128302715, 48.51577897803396], [2.497610444993867, 48.51724257209938], [2.509451613454763, 48.542624421939635], [2.499315310130176, 48.54291501973494], [2.51794353587534, 48.56203590735806], [2.519700399209054, 48.568492869072635], [2.531595442638706, 48.57365876989203], [2.541011218592919, 48.572714949074935], [2.547892863232417, 48.56851338456845], [2.545072110507509, 48.56243960079806], [2.531199123112667, 48.552805359176894], [2.529631444172375, 48.54630425891711], [2.534843252707495, 48.540684416078605], [2.548988349377239, 48.537293522511916], [2.55933831155982, 48.53236664486243], [2.556744169008966, 48.53000009250989], [2.547583624090259, 48.52740176499153], [2.545133468914293, 48.52101432680228], [2.527704725816481, 48.51503601403759], [2.513822740448349, 48.509528461770834]]]}"
77;77444;Sancy-lès-Provins;773;7729;1108;77000;330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.7095987707,3.39288392593;"{""type"": ""Polygon"", ""coordinates"": [[[3.379949112106843, 48.6774987738451], [3.3702713561473843, 48.68032657210205], [3.380247336544569, 48.71103865088805], [3.37761732956657, 48.721363604281365], [3.36949282446486, 48.72585023770848], [3.368621826423678, 48.74305897914444], [3.3735441103883312, 48.74296273219427], [3.376694846257331, 48.74047942144897], [3.38646128310712, 48.74082596399194], [3.388210819956143, 48.74385134147963], [3.402372956882064, 48.73919940245957], [3.41020157200812, 48.730025559355774], [3.410324109447275, 48.71620076656591], [3.419376076798114, 48.70766052058533], [3.412372798744611, 48.691611639701954], [3.415312426492116, 48.68198613990961], [3.379949112106843, 48.6774987738451]]]}"
77;77449;Serris;775;7743;1102;77206;7595;0;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;48.844790279,2.78754866071;"{""type"": ""Polygon"", ""coordinates"": [[[2.784713375296714, 48.82811963211568], [2.773157509908386, 48.838629582572324], [2.776537471062975, 48.844715459527976], [2.774425337223676, 48.85104279035974], [2.772175944551039, 48.85435704808961], [2.786366061184544, 48.86026480031931], [2.800218190696758, 48.86272588337276], [2.7983896860184583, 48.856202736080405], [2.796167202782693, 48.84252016542104], [2.8023474862687623, 48.829616009618206], [2.784713375296714, 48.82811963211568]]]}"
77;77480;Valence-en-Brie;772;7705;1105;77000;911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.4462252242,2.89307139548;"{""type"": ""Polygon"", ""coordinates"": [[[2.895282278153128, 48.42610195902436], [2.884425455926696, 48.43338797381877], [2.868466072658928, 48.441531060549195], [2.85980342535752, 48.45000466445213], [2.873034998742788, 48.45323122262757], [2.89106611513354, 48.46464734150592], [2.8944008828984833, 48.47457309506139], [2.905008332981417, 48.47447410039208], [2.90100130113378, 48.461318456901125], [2.903845314664068, 48.44463274461135], [2.910276753831738, 48.43965381543813], [2.91978160783006, 48.439777573429815], [2.927062241588309, 48.43510416529047], [2.924807934923124, 48.432691727639394], [2.913055768387403, 48.42708793022453], [2.901274425898279, 48.431154089391974], [2.895282278153128, 48.42610195902436]]]}"
91;91132;Chamarande;911;9109;1114;91303;1091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.5167739657,2.21800082924;"{""type"": ""Polygon"", ""coordinates"": [[[2.216642540512476, 48.49930454605556], [2.202780748343523, 48.50733604700945], [2.203466690733517, 48.51655284725087], [2.208230369748835, 48.533785391795064], [2.220357113558389, 48.531733452004126], [2.219407835328401, 48.52543891249501], [2.233558857842424, 48.524640375344156], [2.235403341803649, 48.521674520412105], [2.240773205811719, 48.51276670879558], [2.226120954692928, 48.511052871272035], [2.222717733949484, 48.5049761536567], [2.216642540512476, 48.49930454605556]]]}"
91;91326;Juvisy-sur-Orge;913;9141;1118;851;14634;1;2;0;0;0;1;0;3;2;0;0;0;6;1;0;0;0;0;48.6918789321,2.37393682594;"{""type"": ""Polygon"", ""coordinates"": [[[2.3859007352154222, 48.68348474452221], [2.371882278829049, 48.685714408866716], [2.3579180537093523, 48.69449093887622], [2.355856812556051, 48.69747508411121], [2.359690485654847, 48.69953753331686], [2.37831174507862, 48.69681168923057], [2.389918982964489, 48.6918615436903], [2.3859007352154222, 48.68348474452221]]]}"
91;91347;Longpont-sur-Orge;913;9120;1116;851;6561;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;48.6404556934,2.28647061043;"{""type"": ""Polygon"", ""coordinates"": [[[2.282544095671399, 48.61773753303216], [2.276027550834053, 48.621970922976814], [2.281575738855799, 48.627005953057264], [2.281661427327475, 48.643503857811424], [2.273006686282875, 48.651906873068704], [2.276122658583966, 48.66022836796183], [2.291325367895718, 48.65758521237107], [2.291425498413626, 48.652197714667764], [2.298933684863028, 48.65012825587546], [2.2978563797418072, 48.64441895785391], [2.292714326038999, 48.62615508777353], [2.291824538782293, 48.619709104714985], [2.282544095671399, 48.61773753303216]]]}"
92;92062;Puteaux;922;9233;1101;851;44753;1;1;1;0;0;0;0;3;1;0;0;1;17;5;1;0;0;0;48.8837094969,2.23834178314;"{""type"": ""Polygon"", ""coordinates"": [[[2.231736346483731, 48.86906948087001], [2.234147783142018, 48.87752083453298], [2.223611532056816, 48.88276809552511], [2.233785235553238, 48.89567616526661], [2.253756950262125, 48.88688989505178], [2.245698308986428, 48.87646099663309], [2.231736346483731, 48.86906948087001]]]}"
94;94044;Limeil-Brévannes;941;9402;1117;851;19901;1;1;1;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;48.7450357782,2.48936184357;"{""type"": ""Polygon"", ""coordinates"": [[[2.484547064037293, 48.72907777269324], [2.47460080017612, 48.74065513466541], [2.472595858349036, 48.75066593410956], [2.468064418955474, 48.75221083303292], [2.468329082369069, 48.762285519633664], [2.473544737890392, 48.76177796764242], [2.48476104358852, 48.757006003588366], [2.493159732460952, 48.75923652268636], [2.502673470776474, 48.747314220774406], [2.511800422325241, 48.74430283297119], [2.516967746637521, 48.738486555141755], [2.509623260941535, 48.73718841238537], [2.510054891895879, 48.734662775461985], [2.484547064037293, 48.72907777269324]]]}"
77;77236;Jaulnes;773;7701;1108;77000;355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.4144765757,3.27634735642;"{""type"": ""Polygon"", ""coordinates"": [[[3.28282451053873, 48.38157456964112], [3.281402594311381, 48.378339104344185], [3.272181535872187, 48.37889144933123], [3.262484807440592, 48.389709439816414], [3.260683792043164, 48.40243472861396], [3.254312370199581, 48.40923201346036], [3.24737284181639, 48.41340310957146], [3.248090465686623, 48.41655940090148], [3.26218516068274, 48.42443702615662], [3.276458363701278, 48.43974356528827], [3.275517714020058, 48.44600722739247], [3.289867035869205, 48.45128088903493], [3.297946632981289, 48.44993842350675], [3.292844325491442, 48.44437338509377], [3.291709081188569, 48.43474103531725], [3.296043838374866, 48.42905353625551], [3.290930849896363, 48.428481412849266], [3.296970848887384, 48.41607823725499], [3.295229768730199, 48.409272166790224], [3.286228036453403, 48.40144017172386], [3.28282451053873, 48.38157456964112]]]}"
77;77371;Pommeuse;771;7707;1103;77402;2800;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48.8178723511,3.00613268677;"{""type"": ""Polygon"", ""coordinates"": [[[3.006927964882938, 48.78799490222798], [3.002463859600791, 48.79393993612854], [3.005446330583738, 48.806746809485226], [2.990496236739641, 48.80628788160853], [2.982491478470302, 48.802482672470305], [2.978389615779794, 48.811736422573674], [2.983178900031269, 48.823968380745384], [2.987956887387659, 48.835858264211765], [2.992793318346365, 48.83504025582411], [3.004428428662045, 48.84543669333028], [3.018134365901982, 48.84039914181518], [3.011062185545803, 48.8356694980296], [3.012559225498961, 48.829311013883526], [3.036335405679302, 48.818774797876344], [3.037436217458063, 48.81553678847768], [3.036981953062978, 48.80867483780372], [3.022751421643599, 48.80531478371931], [3.006927964882938, 48.78799490222798]]]}"
77;77446;Savins;773;7710;1108;77000;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.5115912505,3.20518344066;"{""type"": ""Polygon"", ""coordinates"": [[[3.207686497836304, 48.49314125077607], [3.199804078067697, 48.49884922072436], [3.190180711649275, 48.49904493337337], [3.187279986801789, 48.5017123390392], [3.193391925136325, 48.50725302586293], [3.184730279053719, 48.51957312338339], [3.195617377376578, 48.52317201281938], [3.194638513103303, 48.52579138855826], [3.218945679679972, 48.52521835434177], [3.222022825195016, 48.522711819738184], [3.219990260190412, 48.503041653335465], [3.207686497836304, 48.49314125077607]]]}"
77;77450;Servon;772;7702;1117;851;2974;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;48.7150535859,2.59164264543;"{""type"": ""Polygon"", ""coordinates"": [[[2.574345135090998, 48.70100031418579], [2.5688040564289842, 48.707222628077], [2.5681236675330252, 48.7089740974758], [2.580405740364425, 48.722986299321384], [2.594679183112779, 48.73180512040085], [2.600915707459338, 48.727023161881995], [2.6091434377744323, 48.728489483820915], [2.61518582057583, 48.716609558573715], [2.594869502369241, 48.702007216840244], [2.574345135090998, 48.70100031418579]]]}"
78;78194;Dannemarie;781;7808;1109;78000;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.7639707435,1.60896965722;"{""type"": ""Polygon"", ""coordinates"": [[[1.624960005496308, 48.74903124496883], [1.60522642722514, 48.76058635014334], [1.5849072822625452, 48.763297799418446], [1.60685907399733, 48.77486298549531], [1.6149590632453301, 48.77221362297344], [1.6214766573023591, 48.764526088457266], [1.624960005496308, 48.74903124496883]]]}"
